0,0.878086328,0.690797433,0.190224685,0.151513396,0.852932734,0.867081779,0.152920406,0.716381874,0.431804836,0.840847645,0.256348023,0.770242777,0.623036029,0.75676424,0.758938413,0.443125724,0.436682759,0.640913009,0.680092363,0.366804075,0.781695205,0.481944451,0.65263057
0.878086328,0,0.385307119,0.756748928,0.85311757,0.360336169,0.614624114,0.78700304,0.611391229,0.534086566,0.608223779,0.764832668,0.534189883,0.482233867,0.386123333,0.473036891,0.86838132,0.822437701,0.453872128,0.598593768,0.817006558,0.340749529,0.844226989,0.394803716
0.690797433,0.385307119,0,0.583857789,0.678124655,0.365171334,0.570533811,0.636397246,0.539770806,0.4376454,0.603659183,0.592474319,0.439295357,0.456959692,0.525867809,0.451463727,0.68599141,0.6556366,0.449633265,0.617347281,0.658353808,0.240484245,0.657565924,0.377265136
0.190224685,0.756748928,0.583857789,0,0.216291695,0.730105816,0.751627612,0.159872929,0.594347886,0.308926691,0.727083968,0.149179842,0.646807563,0.500676522,0.638770675,0.643209463,0.374998032,0.347094417,0.516495737,0.584622561,0.287189259,0.664990762,0.393388045,0.530524048
0.151513396,0.85311757,0.678124655,0.216291695,0,0.820820677,0.849906522,0.123121852,0.67717238,0.356614022,0.787554755,0.212292395,0.737228972,0.549305064,0.718045437,0.719318932,0.39690014,0.38195514,0.53561084,0.632094892,0.308958667,0.763555549,0.439955109,0.590519853
0.852932734,0.360336169,0.365171334,0.730105816,0.820820677,0,0.527124599,0.74373419,0.489663576,0.507905235,0.485215689,0.705575518,0.397380149,0.359907835,0.346394704,0.391714585,0.819129094,0.780103364,0.326822585,0.434025907,0.780121072,0.276570414,0.790439827,0.298814439
0.867081779,0.614624114,0.570533811,0.751627612,0.849906522,0.527124599,0,0.804738585,0.399097814,0.657213506,0.350719727,0.731237961,0.344076589,0.570935998,0.684543267,0.436510315,0.844610657,0.815080387,0.6152281,0.747542996,0.822643852,0.584669294,0.818204468,0.543129152
0.152920406,0.78700304,0.636397246,0.159872929,0.123121852,0.74373419,0.804738585,0,0.597118298,0.351325617,0.708166972,0.209821023,0.67448362,0.509318429,0.637130634,0.643713025,0.429174668,0.389552262,0.53064427,0.550133138,0.318523891,0.702689391,0.47173241,0.549465174
0.716381874,0.611391229,0.539770806,0.594347886,0.67717238,0.489663576,0.399097814,0.597118298,0,0.496746214,0.221741011,0.568844975,0.211378661,0.381731967,0.56056907,0.186116077,0.744070104,0.692873979,0.501654256,0.560882856,0.666437953,0.563639806,0.726827761,0.462886944
0.431804836,0.534086566,0.4376454,0.308926691,0.356614022,0.507905235,0.657213506,0.351325617,0.496746214,0,0.628129103,0.265046352,0.492651613,0.258197339,0.439526434,0.480276542,0.382617537,0.332854526,0.242123282,0.456931793,0.313832144,0.444708752,0.369399892,0.276223489
