spl_high,site
84.12591555,CB
80.78878032,CB
83.5066601,CB
85.29811,CB
82.52790305,CB
85.26457588,CB
83.29056165,CB
80.33526195,CB
83.10904415,CB
78.89313141,CB
80.51465009,CB
83.78173701,CB
81.48329145,CB
82.71154814,CB
81.40517018,CB
85.0282547,CB
87.43202898,CB
80.2207824,CB
81.74542841,CB
88.76797126,CB
84.4110569,CB
88.25210686,CB
83.46647671,CB
86.05017251,CB
92.98499926,CB
88.21670958,CB
86.57434444,CB
81.32122461,CB
86.33152833,CB
81.91544053,CB
81.27889858,CB
79.8280128,CB
79.56138028,CB
82.58948669,SB
83.9475109,SB
85.74750413,SB
86.73718077,SB
88.96261242,SB
88.58263352,SB
92.36303425,SB
95.35550656,SB
99.04700099,SB
99.91286506,SB
101.075007,SB
99.87715345,SB
100.6616892,SB
100.1393083,SB
101.3367933,SB
99.33960423,SB
100.993708,SB
90.76456437,SB
91.96295439,SB
92.74986384,SB
95.45054032,SB
97.45411464,SB
100.8004395,SB
99.96053522,SB
100.3184745,SB
100.3700354,SB
101.7888228,SB
99.56744213,SB
98.56795956,SB
99.75125391,SB
100.0361163,SB
100.3204914,SB
100.4586356,SB
99.4100433,SB
87.73863371,SB
92.94858018,SB
94.13558013,SB
95.42154769,SB
97.05819001,SB
98.2774201,SB
98.08204999,SB
97.01187781,SB
96.77115756,SB
98.91452307,SB
99.90629715,SB
100.4681564,SB
98.93870804,SB
98.96575649,SB
99.64010862,SB
98.58217469,SB
99.17637521,SB
98.18188926,SB
98.03233194,SB
98.83776217,SB
98.74599812,SB
99.54590686,SB
100.902777,SB
100.0649278,SB
100.4073882,SB
98.76580095,SB
100.2487866,SB
100.1365066,SB
100.4471481,SB
100.6857096,SB
100.2907543,SB
100.6763123,SB
99.00564258,SB
100.1676922,SB
98.6898785,SB
97.98660305,SB
98.02988865,SB
97.84434804,SB
99.10073885,SB
98.83050543,SB
99.65266814,SB
100.2526846,SB
99.47833424,SB
99.6223176,SB
99.91140919,SB
99.05553522,SB
100.1264833,SB
99.11077544,SB
100.1921022,SB
100.3667049,SB
99.98153705,SB
97.77210262,SB
99.14813427,SB
99.9769449,SB
100.10295,SB
99.6109533,SB
99.89532365,SB
98.7522406,SB
101.1952955,SB
100.1302175,SB
101.3137875,SB
100.5680277,SB
100.2224708,SB
101.2430904,SB
100.5379558,SB
99.0285309,SB
99.4869101,SB
99.76975448,SB
100.1139878,SB
99.27578001,SB
100.2817803,SB
102.6875018,SB
100.6355671,SB
100.3794785,SB
101.6526687,SB
100.1281168,SB
101.2224896,SB
100.1097532,SB
102.31192,SB
100.6370225,SB
101.0374331,SB
101.2219689,SB
101.0230796,SB
100.3475695,SB
101.1542721,SB
100.1529196,SB
100.3349208,SB
100.7438696,SB
99.97628564,SB
101.7227474,SB
101.2964356,SB
100.7259692,SB
100.7474637,SB
100.6341884,SB
101.0387606,SB
101.4591706,SB
101.532575,SB
101.2309263,SB
100.4500336,SB
101.0295779,SB
99.54931535,SB
101.4697248,SB
100.5131393,SB
101.0524123,SB
100.8514154,SB
101.0626079,SB
100.5783753,SB
101.7215519,SB
102.0978511,SB
102.151127,SB
100.9178826,SB
100.3640591,SB
102.2266281,SB
102.197629,SB
99.45954518,SB
100.4044383,SB
100.6423509,SB
99.76430729,SB
99.20410981,SB
83.15219155,SC
83.77015255,SC
82.60925346,SC
83.42029944,SC
85.96979542,SC
85.33709806,SC
87.9986865,SC
91.7317523,SC
95.65462722,SC
95.49389955,SC
97.49994299,SC
97.3216953,SC
97.38643097,SC
96.93194784,SC
99.08047567,SC
99.69488134,SC
97.32194853,SC
90.73160959,SC
92.27510658,SC
92.7037378,SC
97.18149516,SC
100.1225344,SC
99.80783898,SC
99.10459178,SC
98.67769451,SC
99.86729708,SC
99.09697383,SC
99.8742157,SC
99.49025069,SC
98.18316211,SC
99.87298275,SC
99.43315735,SC
98.81302895,SC
97.77499275,SC
91.03315087,SC
94.86304029,SC
96.74938952,SC
97.99533146,SC
98.81629606,SC
98.90796506,SC
99.14947124,SC
100.2749248,SC
99.26132941,SC
99.16635522,SC
99.12408813,SC
99.97126758,SC
99.21938468,SC
100.2236387,SC
98.07319869,SC
99.38322938,SC
98.55337885,SC
98.67363699,SC
98.97708729,SC
99.2399055,SC
100.8710608,SC
98.64358048,SC
100.1342569,SC
100.411843,SC
100.7459765,SC
100.837206,SC
100.4755254,SC
103.1752362,SC
104.5390779,SC
99.52841456,SC
101.0863534,SC
100.5656267,SC
100.9535717,SC
98.9945818,SC
98.5774987,SC
98.18556818,SC
98.81053478,SC
98.95531508,SC
99.92092609,SC
100.0705031,SC
100.2074713,SC
100.0404784,SC
101.0590253,SC
101.0195728,SC
102.2525961,SC
101.4386913,SC
99.8090921,SC
100.9189032,SC
101.5759115,SC
100.4368507,SC
99.9750325,SC
98.05714542,SC
100.0815582,SC
100.1470038,SC
99.42735719,SC
99.53422545,SC
99.87793072,SC
99.33314456,SC
102.0650694,SC
100.8607591,SC
99.98916492,SC
101.0379809,SC
101.0621499,SC
100.4529691,SC
100.3854972,SC
100.0779707,SC
100.6312149,SC
102.0034313,SC
102.6468919,SC
102.4230651,SC
100.510341,SC
102.0533335,SC
102.7610277,SC
102.0239505,SC
101.8963579,SC
102.1807687,SC
101.436749,SC
101.5707607,SC
101.2867121,SC
101.7762744,SC
101.1673222,SC
101.4019909,SC
102.2817204,SC
101.9053482,SC
100.4560927,SC
102.5811654,SC
100.8575554,SC
101.1665343,SC
101.1135264,SC
101.1800394,SC
101.6086271,SC
102.8508665,SC
102.8867469,SC
102.5075078,SC
103.3778849,SC
102.8506147,SC
101.7466627,SC
101.6493365,SC
101.815687,SC
102.7815966,SC
100.9046686,SC
101.3193136,SC
100.9542016,SC
101.3135283,SC
103.2665185,SC
102.7562926,SC
102.7198531,SC
102.1459772,SC
102.4830273,SC
103.9723347,SC
102.3154644,SC
102.9077207,SC
102.412578,SC
101.8332858,SC
102.1434732,SC
102.0185591,SC
101.5063434,SC
102.3466784,SC
103.4064209,SC
83.35783002,MA
82.83821702,MA
84.99579307,MA
81.23686999,MA
83.08561422,MA
84.71666583,MA
85.03148923,MA
82.80427953,MA
80.70475887,MA
82.60942522,MA
82.59764008,MA
85.30015804,MA
85.64167091,MA
90.59198476,MA
88.09832773,MA
86.49446067,MA
84.87122172,MA
87.52506454,MA
87.97267369,MA
87.23754124,MA
88.04881313,MA
87.6992113,MA
87.90986562,MA
88.33443093,MA
87.95535944,MA
87.11901648,MA
88.71796691,MA
89.26863471,MA
88.32228044,MA
86.63722655,MA
88.15919668,MA
86.23259696,MA
90.36216494,MA
91.53330277,MA
84.86371131,MA
82.66137045,MA
80.68748787,MA
82.81917502,MA
86.54701372,MA
86.55558044,MA
86.95864498,MA
83.7719099,MA
84.76953368,MA
85.02770958,MA
85.44824915,MA
85.77470503,MA
86.7223881,MA
88.55141288,MA
83.38328749,MA
82.33322197,MA
80.72677928,MA
87.95890834,MA
90.69454129,MA
89.58067164,MA
90.48439948,MA
89.64148867,MA
89.13094519,MA
87.4784657,MA
86.11775736,MA
85.45019556,MA
87.33315578,MA
86.5356203,MA
88.75495578,MA
89.810405,MA
88.11227645,MA
86.31024762,MA
88.08812087,MA
88.10941524,MA
88.86749011,MA
87.70072945,MA
87.16097139,MA
86.37660795,MA
84.51207129,MA
83.70824827,MA
84.57750066,MA
84.34033882,MA
83.45769492,MA
87.34788103,MA
85.15932894,MA
84.06585777,MA
83.86724592,MA
82.26258661,MA
82.78805735,MA
84.55434653,MA
83.4374009,MA
93.30954105,MA
92.29348677,MA
89.93426261,MA
87.89283522,MA
88.2909735,MA
88.33585087,MA
87.40422178,MA
84.50128351,MA
84.91427962,MA
84.98433412,MA
83.65343033,MA
84.61156371,MA
86.10618789,MA
84.04332176,MA
85.56594741,MA
84.27692485,MA
83.24723926,MA
86.38439194,MA
84.5655399,MA
84.23618348,MA
83.55989538,MA
81.97373794,MA
81.01846515,MA
80.71227132,MA
79.81494131,MA
80.68362276,MA
81.81636599,MA
81.95612925,MA
85.84883295,MA
84.73581747,MA
84.09295009,MA
81.0363943,MA
81.17341018,MA
81.48452298,MA
90.63687013,MA
89.31859821,MA
87.48508708,MA
86.9975337,MA
86.66458388,MA
85.53305304,MA
85.23422454,MA
86.90326505,MA
84.86746777,MA
85.59577369,MA
86.47474375,MA
86.56151464,MA
87.10502234,MA
89.26707399,MA
85.72034098,MA
87.04137517,MA
85.75950624,MA
87.14351157,MA
84.65390516,MA
84.71099477,MA
87.65682658,MA
82.80701424,MA
79.25783791,MA
80.5840366,MA
81.5573571,MA
81.29157713,MA
84.89007216,MA
85.83313657,MA
88.56401235,MA
86.20228682,MA
83.73907814,MA
84.83880241,MA
84.03561981,MA
82.29251376,MA
80.06104161,MA
80.35167355,MA
80.33027836,MA
79.37804375,MA
80.29686199,MA
81.0045529,MA
81.15857845,MA
81.12537962,MA
82.13574211,MA
84.04115884,MA
83.91911515,MA
83.1672881,MA
83.19269515,MA
81.42632773,MA
78.25560138,MA
79.22187473,MA
82.28756394,MA
82.91087298,C8
87.44218838,C8
86.99193942,C8
87.84370668,C8
89.060458,C8
88.9291656,C8
91.21243631,C8
90.59435758,C8
89.98709029,C8
90.56710438,C8
91.10616618,C8
88.97454645,C8
91.35653212,C8
89.96439886,C8
90.28947561,C8
90.07731589,C8
86.32571766,C8
86.65875149,C8
87.21956585,C8
93.39976973,C8
88.85795591,C8
89.74735433,C8
89.51298096,C8
93.04050706,C8
87.70675876,C8
89.12228971,C8
92.66820417,C8
89.57954782,C8
90.12297647,C8
89.03438683,C8
87.54607807,C8
91.48961444,C8
90.62675578,C8
90.98630436,C8
88.26532672,C8
90.24046476,C8
92.72132704,C8
92.65612558,C8
91.87531756,C8
92.72876074,C8
93.32102865,C8
94.14705105,C8
93.65869251,C8
92.69350842,C8
92.59798912,C8
91.65084029,C8
89.74168836,C8
89.59266626,C8
88.00878827,C8
91.63768592,C8
88.46960525,C8
87.44881771,C8
88.55473577,C8
87.2404343,C8
90.6854916,C8
89.59786109,C8
93.16818031,C8
89.3402639,C8
90.27268075,C8
87.31328756,C8
90.11897143,C8
88.56221197,C8
87.22019441,C8
91.60453159,C8
89.86846315,C8
89.52959354,C8
88.6343819,C8
90.25380252,C8
86.22720659,C8
88.92731934,C8
88.86537035,C8
88.47000475,C8
89.68276228,C8
89.19728778,C8
90.37459593,C8
90.61418186,C8
88.5602086,C8
89.45566616,C8
89.72651453,C8
90.66359802,C8
92.12804834,C8
89.64479463,C8
88.38883143,C8
90.80466217,C8
85.03250232,C8
86.31305734,C8
87.4974203,C8
86.46124031,C8
87.56745121,C8
90.04842152,C8
88.73934759,C8
89.13923504,C8
88.77700059,C8
88.50038503,C8
89.93692657,C8
91.21093257,C8
86.90952745,C8
89.32555062,C8
90.58169218,C8
89.59404537,C8
86.15327972,C8
87.22260732,C8
87.43646471,C8
87.64869748,C8
85.88723337,C8
88.09098331,C8
88.0917648,C8
88.78594267,C8
88.3810332,C8
88.68563588,C8
89.27985464,C8
88.56411449,C8
90.10591096,C8
91.7319748,C8
90.44482834,C8
88.3434786,C8
87.70338697,C8
87.82380321,C8
89.08597046,C8
90.45673812,C8
86.82192492,C8
89.54650096,C8
90.29204927,C8
90.803361,C8
86.93790275,C8
92.22135361,C8
88.9800519,C8
90.93544449,C8
88.88262935,C8
89.79922568,C8
88.28946275,C8
89.06574265,C8
89.62316083,C8
89.65121069,C8
90.68890284,C8
86.07785912,C8
94.30846137,S6
95.21681257,S6
95.44071422,S6
98.12755268,S6
102.0171075,S6
104.1511031,S6
104.217318,S6
104.9790169,S6
105.2790502,S6
105.1256204,S6
104.0242283,S6
104.2355255,S6
105.2962179,S6
104.414032,S6
105.2788145,S6
104.5330442,S6
103.9869459,S6
101.3431193,S6
102.2435713,S6
104.316048,S6
106.4171007,S6
103.4969126,S6
104.6451284,S6
103.8930691,S6
103.7422011,S6
105.1403393,S6
105.1282682,S6
103.3344264,S6
103.7258137,S6
103.7254928,S6
103.0514815,S6
104.6821926,S6
103.083739,S6
103.8464185,S6
104.0460518,S6
103.4758457,S6
104.4037132,S6
104.0818724,S6
104.322803,S6
104.3702423,S6
102.6111245,S6
104.8127993,S6
103.5998164,S6
103.2891567,S6
104.4408443,S6
103.9319453,S6
105.0599291,S6
103.9339098,S6
104.5507581,S6
104.4738191,S6
104.1139891,S6
104.0286538,S6
103.3962374,S6
104.1682444,S6
103.8989726,S6
103.5511996,S6
103.1597773,S6
104.3798839,S6
103.8398404,S6
104.5196518,S6
104.562369,S6
104.6515934,S6
103.9222059,S6
103.3704874,S6
104.3887518,S6
103.9246813,S6
103.2779328,S6
103.3741278,S6
103.3473266,S6
102.9860888,S6
104.2215609,S6
103.2137385,S6
103.5883834,S6
102.8832066,S6
103.2565901,S6
103.6698969,S6
103.4893448,S6
104.0733784,S6
104.2789614,S6
104.0751189,S6
104.601366,S6
103.426575,S6
103.8995367,S6
101.9492946,S6
101.8006145,S6
103.635802,S6
102.6158791,S6
103.2866074,S6
103.6520729,S6
103.7714065,S6
104.3255811,S6
104.0745555,S6
103.5397056,S6
103.8992878,S6
104.7681866,S6
103.3195535,S6
103.6869756,S6
103.9459269,S6
103.6917498,S6
103.4667002,S6
103.1913584,S6
103.9011134,S6
103.0977517,S6
102.5827634,S6
103.2659462,S6
102.717286,S6
103.0270275,S6
103.5911573,S6
104.7460464,S6
105.6085985,S6
105.5038092,S6
102.5999862,S6
104.5573395,S6
105.1581077,S6
103.0026799,S6
103.3011413,S6
103.5399006,S6
103.2333952,S6
104.0344703,S6
102.1287743,S6
101.2969485,S6
102.2847513,S6
104.9744678,S6
104.2459827,S6
103.70992,S6
104.7947746,S6
102.8702227,S6
103.0951919,S6
103.3433168,S6
103.4173455,S6
103.2555436,S6
103.1363305,S6
103.2884853,S6
102.4510683,S6
102.879082,S6
103.3239664,S6
86.50976682,S9
87.13713983,S9
89.53410728,S9
91.69851082,S9
92.00068538,S9
98.68799698,S9
96.80874527,S9
96.14065638,S9
96.97540692,S9
96.02382506,S9
96.51331451,S9
98.63487934,S9
97.49496166,S9
96.72714599,S9
96.39014869,S9
97.11250486,S9
97.6217098,S9
94.79249273,S9
96.56429734,S9
98.4916442,S9
99.13164482,S9
101.3393889,S9
98.97861101,S9
99.72062318,S9
98.79482639,S9
97.72196803,S9
99.60748691,S9
99.35507051,S9
99.65595924,S9
99.75216453,S9
98.82541168,S9
99.51525173,S9
98.95306851,S9
98.17567425,S9
98.60110245,S9
99.44331647,S9
99.10520637,S9
98.38168941,S9
98.48689085,S9
97.76367664,S9
100.3649113,S9
101.4176878,S9
100.1420734,S9
99.72971627,S9
98.57682761,S9
101.2824456,S9
98.89847125,S9
99.04635912,S9
98.56105914,S9
99.25848195,S9
98.67338338,S9
97.1266868,S9
98.84872441,S9
98.03871602,S9
