low_spl,site
94.1485503,S9
93.9504091,S9
96.02244997,S9
92.22709822,S9
95.07761389,S9
94.62724989,S9
93.86869223,S9
95.31228854,S9
94.10412588,S9
93.48656397,S9
93.2993702,S9
93.64383425,S9
92.41461182,S9
93.61562218,S9
93.32264301,S9
94.08161324,S9
94.06744791,S9
93.58850088,S9
94.44825894,S9
91.88101718,S9
94.35877578,S9
93.38464013,S9
96.03622238,S9
92.73991201,S9
93.20860383,S9
94.17679649,S9
95.04845138,S9
93.60801945,S9
94.65838971,S9
92.767201,S9
93.53661394,S9
93.32218904,S9
96.29044929,S9
92.58591301,S9
93.49661071,S9
93.42682731,S9
94.26695319,S9
94.21509405,S9
93.47606297,S9
94.45409814,S9
93.09809131,S9
92.56378775,S9
92.74472058,S9
94.9338995,S9
92.5461211,S9
92.09229229,S9
91.27025047,S9
93.069551,S9
92.71066612,S9
90.846367,S9
91.14193045,S9
91.99781711,S9
93.00342274,S9
92.43216967,S9
93.3144757,S9
92.77939708,S9
92.35005403,S9
92.14113171,S9
92.38745863,S9
91.79735289,S9
94.21033448,S9
93.46293809,S9
93.42593989,S9
92.70810896,S9
95.48335425,S9
94.1150436,S9
89.87504707,S9
90.22353116,S9
89.70437647,S9
93.59837691,S9
93.43474139,S9
92.98781086,S9
93.97973198,S9
91.68613102,S9
93.25990795,S9
95.12393054,S9
93.54966948,S9
92.42330358,S9
94.46722988,S9
92.65968063,S9
92.81866139,S9
93.05674747,S9
92.19668631,S9
84.69068428,M7
80.80754378,M7
81.6321752,M7
81.55357527,M7
83.53160291,M7
86.01887543,M7
84.33406043,M7
88.69486339,M7
89.1625621,M7
92.90849553,M7
92.41517651,M7
95.26561984,M7
94.18498017,M7
93.97982607,M7
93.93648829,M7
98.6093698,M7
98.27234884,M7
91.4942286,M7
91.41771063,M7
93.59552247,M7
93.7615513,M7
97.75584033,M7
101.3448091,M7
99.67660037,M7
100.3790021,M7
98.72488873,M7
101.897135,M7
103.0924522,M7
102.9100747,M7
104.6860348,M7
100.710321,M7
101.2618038,M7
98.48633756,M7
103.162456,M7
95.95730302,M7
97.86215859,M7
103.9442431,M7
102.5225417,M7
100.6608276,M7
99.81333781,M7
102.7717174,M7
100.6678397,M7
100.7110952,M7
100.4719017,M7
98.76270889,M7
98.4306317,M7
97.84643546,M7
96.8431114,M7
96.7000915,M7
96.69007619,M7
95.90233903,M7
114.0346277,M7
101.2834998,M7
109.0687607,M7
100.6755319,M7
99.62538778,M7
110.1924861,M7
108.5250423,M7
102.9302885,M7
104.1515733,M7
101.4257929,M7
97.52404784,M7
94.00243627,M7
95.53518141,M7
94.49102643,M7
95.46130841,M7
92.88343697,M7
92.50723186,M7
94.38478254,M7
108.0990283,M7
109.5817585,M7
98.09480637,M7
103.4427986,M7
93.96491297,M7
93.60356057,M7
93.75992186,M7
93.50051575,M7
92.58957175,M7
93.43753527,M7
94.7634349,M7
94.46187222,M7
95.22294009,M7
97.24426646,M7
94.87545093,M7
94.96206411,M7
104.4357509,M7
102.2507109,M7
120.8180242,M7
96.6918282,M7
96.94526406,M7
97.87179973,M7
93.8901538,M7
93.2159451,M7
93.49227317,M7
93.28434889,M7
93.37006439,M7
92.72010794,M7
92.84965813,M7
92.25487778,M7
93.50527746,M7
92.89590786,M7
92.86140171,M7
91.40168868,M7
112.6363339,M7
93.20124744,M7
90.37758395,M7
91.49396074,M7
93.09448736,M7
108.2264551,M7
92.59348789,M7
92.03952503,M7
91.77257795,M7
93.06204103,M7
93.38042901,M7
93.1287003,M7
94.49598673,M7
93.86507568,M7
91.95055227,M7
92.82285709,M7
83.68006904,M7
83.33397782,M7
85.02104053,M7
85.28124912,M7
89.53145242,M7
88.18081907,M7
89.90370813,M7
85.96213348,M7
87.9096841,M7
86.11870619,M7
86.2934798,M7
84.95443109,M7
89.46939657,M7
90.3429528,M7
87.43382072,M7
86.85406816,M7
86.86811451,M7
110.7600114,C4
110.3303315,C4
110.4698172,C4
109.6233038,C4
109.1135699,C4
109.1266738,C4
109.9245644,C4
109.4370092,C4
108.7737976,C4
110.3326652,C4
109.1743848,C4
110.3669845,C4
110.1980075,C4
108.4944434,C4
108.6975344,C4
109.3978981,C4
110.4637472,C4
110.0380033,C4
109.6826629,C4
109.9719266,C4
111.2640979,C4
110.2629155,C4
108.5473797,C4
110.3503126,C4
108.8760355,C4
109.5237592,C4
109.3654439,C4
108.060842,C4
108.9533143,C4
109.5465374,C4
109.1142211,C4
110.625001,C4
110.2271301,C4
109.5810826,C4
108.6402093,C4
107.974202,C4
109.7748037,C4
108.9812969,C4
108.0682166,C4
109.8334263,C4
109.5106517,C4
108.3754336,C4
109.9925186,C4
110.1518043,C4
110.4156633,C4
107.8785233,C4
110.1408228,C4
109.6158398,C4
107.9951376,C4
108.397833,C4
109.3369468,C4
110.2538083,C4
109.5761654,C4
108.1344893,C4
109.5184716,C4
108.4360406,C4
109.4041311,C4
108.3457757,C4
108.2844376,C4
107.5548487,C4
110.6550514,C4
110.2077763,C4
110.4509631,C4
109.321597,C4
110.2213985,C4
109.0087278,C4
110.2032143,C4
110.5040648,C4
108.4501585,C4
109.3626028,C4
107.8544227,C4
108.9429883,C4
110.5059531,C4
107.9277441,C4
110.5108475,C4
110.9814626,C4
108.2833445,C4
109.1362683,C4
111.5378027,C4
110.5221623,C4
109.5864316,C4
109.4547395,C4
110.9084215,C4
107.4389234,C4
108.5549308,C4
109.6131679,C5
108.1866402,C5
108.2871532,C5
105.6190395,C5
109.8964119,C5
109.9140775,C5
106.9071797,C5
107.8028706,C5
108.3755798,C5
107.3663253,C5
106.6327919,C5
108.6631948,C5
107.879149,C5
107.6880935,C5
105.3703271,C5
109.0162443,C5
107.1243824,C5
109.490914,C5
109.5804504,C5
108.3530238,C5
108.7599354,C5
107.5359218,C5
107.3700961,C5
108.9553701,C5
110.1185872,C5
106.7099521,C5
107.1422704,C5
106.3375599,C5
107.7794101,C5
107.9822249,C5
107.6102535,C5
106.7450833,C5
104.6266214,C5
107.4903692,C5
107.8536565,C5
107.44705,C5
108.9001554,C5
108.3144238,C5
109.2312947,C5
106.0907171,C5
108.4906593,C5
107.4280007,C5
107.9493398,C5
108.0268778,C5
105.7181876,C5
110.5133455,C5
109.2990228,C5
108.4298313,C5
106.2565448,C5
107.5676419,C5
107.8227933,C5
109.2593065,C5
109.3813632,C5
108.2066336,C5
108.9769418,C5
106.7739433,C5
109.0544325,C5
106.5216712,C5
110.3237855,C5
109.1897403,C5
109.0937794,C5
109.9181467,C5
108.0884903,C5
109.3876886,C5
106.8417798,C5
107.9158703,C5
108.2669038,C5
105.4134118,C5
108.3404105,C5
109.6107113,C5
110.9797174,C5
107.3216757,C5
109.3639998,C5
107.3631326,C5
109.3426539,C5
105.762659,C5
107.8751165,C5
106.6627217,C5
108.8341199,C5
109.2540447,C5
107.3152205,C5
109.2502248,C5
108.1070842,C5
109.414165,C5
107.2520144,C5
97.68420313,S14
98.22026276,S14
97.25465293,S14
99.8540126,S14
99.3705422,S14
100.3684646,S14
97.513277,S14
99.42910958,S14
100.8066814,S14
97.03992244,S14
97.24172603,S14
99.10322846,S14
97.24825481,S14
96.49192512,S14
96.07852194,S14
100.1274993,S14
97.08828093,S14
98.02283769,S14
98.87215539,S14
95.9710857,S14
96.84748362,S14
96.60399957,S14
97.04094079,S14
97.7894778,S14
94.96994174,S14
95.82684816,S14
95.16703609,S14
95.78258994,S14
100.8081968,S14
96.84514537,S14
96.3901705,S14
95.58564194,S14
98.21956321,S14
95.75771682,S14
94.40591382,S14
97.21300358,S14
96.16330652,S14
98.53043226,S14
96.02857443,S14
95.23148786,S14
96.222176,S14
96.91044611,S14
95.84255612,S14
97.42951824,S14
98.54176847,S14
98.25174065,S14
95.40634683,S14
96.72490548,S14
96.95337716,S14
95.91058519,S14
96.73428201,S14
96.75480499,S14
96.95391021,S14
97.52323514,S14
95.33746254,S14
97.69807494,S14
97.91226412,S14
97.57088801,S14
95.95303153,S14
96.32696777,S14
96.26217977,S14
96.22605646,S14
96.51381439,S14
96.62610882,S14
96.68111445,S14
95.79517287,S14
95.47607824,S14
99.08276786,S14
95.74729185,S14
92.97204373,S14
95.73508961,S14
96.98621326,S14
96.70368305,S14
96.47028291,S14
94.55172559,S14
95.26628074,S14
96.47837841,S14
98.86999372,S14
95.51565992,S14
95.28407078,S14
96.62388124,S14
96.67103771,S14
94.77554536,S14
96.00091855,S14
97.72537874,S14
97.84489015,S14
97.26397773,S14
97.25117306,S14
97.78117106,S14
97.05200573,S14
96.46567894,S14
96.02145945,S14
98.49423227,S14
99.72290653,S14
96.9922202,S14
96.16203688,S14
99.39017772,S14
97.36724664,S14
94.63201406,S14
95.86796606,S14
97.18529863,S14
97.57366273,S14
92.6832348,S14
95.8375469,S14
93.90567044,S14
96.76430879,S14
97.17121293,S14
94.70480709,S14
92.9818709,S14
94.65538246,S14
94.3941169,S14
96.55342123,S14
95.6972671,S14
95.72080848,S14
96.58452907,S14
97.92171651,S14
94.09177444,S14
95.4424408,S14
90.85997812,S14
91.51584681,S14
93.99788659,S14
91.83340564,S14
93.51504124,S14
92.49953087,S14
95.76102964,S14
95.7964856,S14
95.61633402,S14
95.43244,S14
93.35310311,S14
98.94207472,S14
96.01235613,S14
94.09831027,S14
92.71667932,S14
93.08903983,S14
91.68769192,S14
91.58423303,S14
94.30140397,S14
92.30934454,S14
92.76307339,S14
91.49817901,S14
94.36104815,S14
93.66765819,S14
95.57343171,S14
97.77698592,S14
94.46983068,S14
94.11797903,S14
94.8844173,S14
95.97531233,S14
96.03398845,S14
94.08104759,S14
94.00070205,S14
96.85592351,S14
95.61798212,S14
100.9188968,S15
104.7720517,S15
99.74036638,S15
102.8590197,S15
103.213739,S15
100.403299,S15
101.549401,S15
99.57833407,S15
98.39255548,S15
101.2011911,S15
101.2970403,S15
102.4217997,S15
99.09589331,S15
99.50631647,S15
100.4174893,S15
100.1636013,S15
101.0185693,S15
100.5352605,S15
100.4005521,S15
103.2971302,S15
101.4433653,S15
100.7501072,S15
100.1531873,S15
101.3549054,S15
98.50763323,S15
98.5838295,S15
99.73339627,S15
102.170199,S15
99.43537584,S15
98.87793798,S15
100.3574668,S15
99.03722102,S15
99.61147136,S15
100.3158408,S15
98.31453086,S15
99.5232425,S15
98.25773838,S15
94.23768956,S15
100.0214943,S15
99.61586302,S15
99.06266158,S15
99.09919619,S15
94.9285489,S15
97.96793438,S15
98.30056192,S15
98.78032985,S15
98.75164779,S15
97.92279466,S15
96.18665646,S15
98.07241797,S15
94.73239283,S15
94.95270467,S15
96.89559382,S15
100.328524,S15
101.11906,S15
96.35894444,S15
96.81220677,S15
97.75962065,S15
98.32861933,S15
97.66828499,S15
98.07051159,S15
97.64086973,S15
97.52958398,S15
100.2852496,S15
97.69037108,S15
97.81937328,S15
96.52182596,S15
94.9207666,S15
95.80449143,S15
98.466285,S15
96.86942307,S15
94.86787518,S15
95.98692789,S15
101.7866679,S15
95.91011423,S15
100.0736387,S15
97.470553,S15
97.5518918,S15
98.55559836,S15
97.51501662,S15
95.58856558,S15
95.23396764,S15
93.59462245,S15
93.81957871,S15
95.93343971,S15
97.83035418,S15
95.43078184,S15
96.13646374,S15
97.77273646,S15
95.77091707,S15
97.99029814,S15
102.3974741,S15
95.9774495,S15
99.4184034,S15
99.75076235,S15
100.1961668,S15
96.32933174,S15
96.96886289,S15
93.09204458,S15
93.41336968,S15
91.13179387,S15
91.07800662,S15
96.09681737,S15
101.3107385,S15
97.89030783,S15
99.02405254,S15
96.15004215,S15
97.27980447,S15
98.09463681,S15
104.2035114,S15
95.34507428,S15
98.44504289,S15
95.04980132,S15
99.66023993,S15
101.1652446,S15
95.30367392,S15
99.26558072,S15
94.3947454,S15
94.93503905,S15
96.25882944,S15
97.73458292,S15
97.70970135,S15
92.38678404,S15
92.60774646,S15
95.2287419,S15
94.60869704,S15
94.23619775,S15
96.29363253,S15
96.54215177,S15
98.996147,S15
95.83870397,S15
95.20853758,S15
94.33126628,S15
89.1021308,S15
91.58220723,S15
87.18352152,S15
101.9460071,S15
95.49543647,S15
97.86337782,S15
98.2287155,S15
97.09534396,S15
97.26659337,S15
97.64898806,S15
96.42765053,S15
99.12785904,S15
95.93968286,S15
95.29025377,S15
91.03273088,S15
93.22337702,S15
90.7337815,S15
94.18262382,S15
91.76761269,S15
89.47068996,S15
94.85590688,C3
97.71043292,C3
95.19638367,C3
99.21307857,C3
100.0066465,C3
100.7035744,C3
100.91918,C3
100.5565546,C3
99.60357035,C3
101.732798,C3
100.9288343,C3
100.8410072,C3
102.2457776,C3
102.3015309,C3
101.3663213,C3
102.9310591,C3
102.3666142,C3
100.5207063,C3
101.0856551,C3
101.9102247,C3
103.2082403,C3
102.0199389,C3
100.7310508,C3
101.9366624,C3
102.8038723,C3
102.1380832,C3
103.0537709,C3
104.7672715,C3
104.1557893,C3
104.8379066,C3
104.20433,C3
104.568918,C3
103.2977955,C3
104.2842597,C3
107.5716158,C3
105.956291,C3
105.3971487,C3
105.5587905,C3
105.9001751,C3
105.9446958,C3
105.4278763,C3
105.732824,C3
105.1090246,C3
105.7908046,C3
106.5330264,C3
105.4715728,C3
106.0622693,C3
106.2531452,C3
106.3533564,C3
106.6819311,C3
108.5208377,C3
107.9314152,C3
108.8603618,C3
106.3532566,C3
107.511982,C3
105.919449,C3
106.1536032,C3
106.5780882,C3
106.3226751,C3
106.5300509,C3
107.8928534,C3
107.2155518,C3
107.4721576,C3
107.7784852,C3
107.7229017,C3
108.8375123,C3
107.9015136,C3
107.9371256,C3
99.32184393,C3
99.91156851,C3
99.92368457,C3
100.3869409,C3
100.7778551,C3
102.234254,C3
102.6821897,C3
103.1580521,C3
104.3954974,C3
103.0238395,C3
102.6456367,C3
104.0177858,C3
102.3236462,C3
103.5281239,C3
103.9192803,C3
104.0833806,C3
103.5226061,C3
79.87434587,C6
83.22972123,C6
82.17374998,C6
80.93714507,C6
82.71029224,C6
89.60767665,C6
94.7333535,C6
98.59932862,C6
95.29768201,C6
96.89203945,C6
97.90317571,C6
96.81847759,C6
96.49368529,C6
95.86753371,C6
94.84123044,C6
93.166585,C6
92.12326327,C6
81.87892391,C6
83.97395096,C6
90.89129692,C6
94.07778066,C6
94.14348116,C6
95.26563753,C6
95.58486751,C6
97.31250703,C6
95.98662453,C6
95.67772112,C6
95.79526768,C6
95.3980985,C6
93.82387711,C6
95.742367,C6
93.80338627,C6
90.26785233,C6
87.13120279,C6
93.23611031,C6
95.2780449,C6
94.38735817,C6
96.41289788,C6
92.35726211,C6
97.34397287,C6
97.48567702,C6
99.46813069,C6
98.52212085,C6
97.3101545,C6
96.21933642,C6
94.79977997,C6
93.44177971,C6
92.31062319,C6
90.87852829,C6
88.4304562,C6
90.12280883,C6
95.52159612,C6
97.74156261,C6
96.76233756,C6
96.14812216,C6
96.22970036,C6
94.90877488,C6
95.07761209,C6
94.39406576,C6
93.25319881,C6
92.54290425,C6
89.35501212,C6
89.49971371,C6
91.97127408,C6
92.11896069,C6
92.69090548,C6
90.42627275,C6
91.70367086,C6
96.84756406,C6
94.80401265,C6
94.73135178,C6
90.31211863,C6
89.56923254,C6
91.85263852,C6
94.1812412,C6
90.50753151,C6
88.43829786,C6
88.7973509,C6
90.77459955,C6
90.2697236,C6
89.50989273,C6
87.61639002,C6
86.00960193,C6
83.91907152,C6
88.8842203,C6
89.6521821,S1
89.21054716,S1
91.17263101,S1
90.56723434,S1
95.7578893,S1
99.85429455,S1
102.1220542,S1
101.1090488,S1
101.5375552,S1
101.2943631,S1
100.4846245,S1
101.3037904,S1
101.6867977,S1
99.39002851,S1
101.4089777,S1
98.7430778,S1
98.66539435,S1
92.69684425,S1
97.13400836,S1
103.1274344,S1
100.7541715,S1
102.4734751,S1
102.0338279,S1
103.4916586,S1
102.5577073,S1
101.3649529,S1
101.4462531,S1
101.006913,S1
100.4975498,S1
101.8387544,S1
100.0793574,S1
101.9957881,S1
101.6756317,S1
101.5349728,S1
104.7702229,S1
103.89318,S1
103.1637273,S1
103.5250752,S1
103.9530157,S1
103.0942014,S1
102.566651,S1
103.204877,S1
102.9649468,S1
101.0845944,S1
101.7735605,S1
101.0705637,S1
101.8898323,S1
100.6057524,S1
100.6566238,S1
100.7909306,S1
102.2161389,S1
102.9647683,S1
103.1302136,S1
102.4201584,S1
102.3506782,S1
102.8989163,S1
101.1390348,S1
102.5117671,S1
102.1814421,S1
101.0983083,S1
102.0632616,S1
101.127782,S1
101.0536766,S1
100.9875155,S1
101.7956554,S1
101.3229584,S1
100.8737192,S1
101.4559018,S1
96.48911489,S1
100.374894,S1
98.72399868,S1
101.230161,S1
98.33324324,S1
99.94923539,S1
99.15383545,S1
98.8507945,S1
98.39062582,S1
97.9858491,S1
99.66284963,S1
98.88518478,S1
98.93666881,S1
99.7951799,S1
99.37710247,S1
98.41998178,S1
97.07230787,S1
90.65423713,S17
93.01659912,S17
93.93466063,S17
91.70264181,S17
94.70871007,S17
97.01991022,S17
97.60438118,S17
98.27608004,S17
97.49245943,S17
97.63061735,S17
96.40096911,S17
97.92635717,S17
95.94409812,S17
96.56784662,S17
96.28308837,S17
95.68135134,S17
96.58674688,S17
92.40821243,S17
108.3105533,S17
103.3083338,S17
99.35525643,S17
99.52875201,S17
107.2785796,S17
103.3268314,S17
102.2437564,S17
99.17235442,S17
98.78420931,S17
98.38631758,S17
96.54030117,S17
95.85631316,S17
96.17939908,S17
97.92844326,S17
96.5619824,S17
96.41658865,S17
99.81935671,S17
100.8473669,S17
98.57291615,S17
99.95749311,S17
97.77691694,S17
99.02733153,S17
96.95209765,S17
99.21780802,S17
97.50863376,S17
96.69717465,S17
96.57497954,S17
95.25946959,S17
97.10393099,S17
96.08805889,S17
96.45126782,S17
99.45286779,S17
97.99809963,S17
97.9843794,S17
98.38585529,S17
98.46404429,S17
97.02136171,S17
97.80724683,S17
98.24390777,S17
98.25560878,S17
97.00056278,S17
96.56248855,S17
95.91736347,S17
96.57359333,S17
96.87633248,S17
96.58094273,S17
99.17326135,S17
96.23361701,S17
94.89876008,S17
97.35763711,S17
103.3626632,S17
97.78974318,S17
96.82229092,S17
94.19260894,S17
97.11831149,S17
96.14942324,S17
95.43112608,S17
93.15402275,S17
93.80596725,S17
94.46099759,S17
95.46008201,S17
97.01626383,S17
94.69635057,S17
96.73642463,S17
95.59914227,S17
96.49718254,S17
94.22600603,S17
