low_spl,site
89.60080167,S4
94.87925493,S4
91.05350246,S4
93.30976602,S4
95.02371543,S4
94.87977313,S4
94.96411828,S4
95.08303906,S4
98.74906792,S4
102.1844087,S4
104.6816746,S4
103.2769023,S4
96.65272666,S4
92.75948808,S4
93.23995827,S4
87.81500245,S4
89.42615922,S4
90.04329512,S4
90.69392168,S4
91.30505013,S4
92.07138307,S4
92.2537447,S4
92.82116915,S4
94.91931733,S4
97.4421736,S4
92.92837439,S4
97.21877413,S4
94.63868526,S4
94.51572115,S4
99.80948728,S4
91.19527739,S4
92.64930138,S4
91.18456959,S4
90.16856604,S4
123.3450303,S4
92.57265493,S4
93.36042031,S4
89.49449307,S4
94.55750952,S4
96.25986695,S4
95.77215499,S4
104.9962577,S4
102.0461069,S4
100.1986257,S4
100.2594521,S4
99.34222978,S4
96.00538443,M1
99.08417576,M1
100.3057863,M1
100.9281753,M1
103.3610299,M1
103.4087281,M1
104.5757751,M1
105.021223,M1
106.7813054,M1
107.5995097,M1
107.9967859,M1
108.3681254,M1
108.7761846,M1
107.3594062,M1
106.4877211,M1
104.7112463,M1
119.5344792,M1
102.4959551,M1
104.5576839,M1
105.6224421,M1
104.7999761,M1
106.2290697,M1
108.1749185,M1
104.6627733,M1
110.293579,M1
111.1852353,M1
110.4497966,M1
108.3118566,M1
109.6943174,M1
108.8842348,M1
107.473932,M1
105.7840972,M1
103.0759703,M1
97.72316786,M1
103.5840236,M1
108.8793982,M1
107.0314511,M1
108.1976558,M1
113.4034115,M1
113.6855571,M1
111.641642,M1
112.0941016,M1
112.7025949,M1
113.6930955,M1
113.3388595,M1
113.0761094,M1
113.4393626,M1
112.4144685,M1
111.4642373,M1
109.2624623,M1
108.644069,M1
102.705097,M1
104.9574367,M1
106.8313355,M1
108.1711826,M1
109.4623591,M1
108.1566236,M1
110.9438684,M1
110.6361233,M1
113.4670833,M1
112.7302097,M1
110.1113922,M1
109.3234819,M1
109.4865579,M1
108.2993125,M1
102.6971957,M1
101.4414443,M1
98.24145202,M1
84.75264857,CB
83.95514962,CB
82.49935055,CB
86.02152068,CB
83.58355149,CB
84.20516489,CB
85.59343106,CB
87.35217191,CB
87.62360844,CB
85.99182255,CB
85.75871391,CB
90.06127457,CB
88.67800553,CB
85.75952845,CB
86.95740891,CB
88.08551783,CB
89.54142008,CB
88.36487891,CB
94.57063451,CB
89.76494658,CB
86.88808083,CB
90.02893723,CB
90.26656619,CB
90.23281566,CB
89.22061416,CB
89.55396498,CB
90.45095762,CB
90.3661256,CB
91.12248095,CB
92.29682329,CB
88.39562388,CB
89.42060455,CB
88.42123011,CB
86.95053336,CB
94.61277699,CB
88.99264082,CB
87.00016427,CB
88.36885079,CB
91.3257389,CB
90.09459598,CB
97.9630133,CB
88.64499584,CB
88.85854332,CB
87.1981599,CB
90.20405315,CB
87.37896531,CB
89.07068273,CB
83.99288327,CB
90.73785937,CB
82.30676211,CB
87.45690661,CB
92.52314171,CB
87.16082565,CB
91.73749022,CB
88.27383049,CB
92.62120177,CB
90.65302914,CB
90.59341198,CB
93.91983726,CB
88.96025785,CB
94.52645893,CB
89.432414,CB
90.80775507,CB
87.92438323,CB
90.27534246,CB
91.57716443,CB
87.48465933,CB
88.90519063,CB
88.42552533,CB
84.96041987,CB
88.92957945,CB
83.46131623,CB
90.87848545,CB
83.02130852,CB
86.61326802,CB
89.39315463,CB
89.36487962,CB
90.28659822,CB
90.7133331,CB
91.20079282,CB
85.81527091,CB
89.10087308,CB
90.2506254,CB
85.37360114,CB
86.82979909,CB
92.74970661,CB
94.03627368,CB
91.3453516,CB
93.07035129,CB
92.00811711,CB
98.77302253,CB
105.0460174,CB
100.070967,CB
91.9254192,CB
99.02142737,CB
111.9088239,CB
97.27668282,CB
108.512119,CB
90.78308559,CB
87.73195348,CB
85.46554227,CB
88.37259108,CB
83.58970981,CB
87.25657399,CB
92.01881208,CB
80.98444062,CB
84.66126174,CB
86.21542508,CB
86.50836553,CB
89.48083124,CB
85.00196783,CB
88.80028972,CB
87.78803096,CB
86.84475224,CB
86.20293352,CB
85.02643625,CB
83.94886039,CB
83.43070154,CB
82.99847139,CB
85.01964279,CB
88.12488506,CB
86.51431364,CB
88.71603946,CB
86.89338414,CB
90.59136546,CB
91.01355545,CB
90.13993634,CB
87.44952098,CB
84.17619008,CB
86.56008794,CB
86.09452651,CB
88.77780953,CB
84.78563492,CB
85.21220533,CB
89.90046709,CB
87.35367163,CB
88.96595311,CB
87.17131875,CB
87.89385107,CB
89.03023744,CB
86.03840689,CB
95.99184704,CB
88.68901233,CB
92.13186687,CB
94.9897908,CB
94.94316733,CB
89.8958391,CB
87.33438046,CB
87.07733758,CB
86.13172532,CB
84.61545062,CB
82.28333059,CB
82.81154984,CB
83.15698094,SB
82.93530426,SB
85.03844421,SB
84.55694643,SB
85.90052918,SB
84.94624182,SB
86.91433668,SB
86.98330454,SB
91.32885029,SB
93.22488821,SB
93.0200431,SB
94.53758518,SB
92.12422184,SB
93.25638757,SB
91.73401635,SB
91.60531921,SB
92.01257356,SB
93.27972582,SB
91.70699349,SB
90.57122509,SB
94.77350827,SB
95.51991069,SB
94.0069478,SB
93.94105709,SB
95.87729405,SB
94.01064154,SB
96.74764185,SB
96.5216108,SB
95.38628075,SB
95.05935734,SB
96.31878499,SB
93.42174966,SB
93.04325643,SB
92.62573749,SB
88.15334556,SB
88.83785355,SB
87.20281428,SB
88.09654143,SB
90.60212832,SB
88.88540114,SB
89.80678619,SB
89.72828298,SB
89.77127396,SB
90.53506643,SB
90.30082784,SB
89.27469706,SB
87.52859987,SB
87.07073388,SB
86.42124588,SB
86.03471388,SB
85.76780072,SB
91.56038073,SB
90.38659035,SB
91.98940589,SB
93.02780651,SB
91.79428,SB
91.67588067,SB
91.31022191,SB
91.86400926,SB
90.81531405,SB
92.57838227,SB
92.80721492,SB
93.12418225,SB
93.9827005,SB
91.99196885,SB
93.36282026,SB
91.77810181,SB
91.8771157,SB
86.43341558,SB
88.44514673,SB
87.02455119,SB
86.25761241,SB
88.03974971,SB
87.68363182,SB
88.13725775,SB
87.75938059,SB
87.62258413,SB
88.43659926,SB
88.75229773,SB
88.62246622,SB
86.53516078,SB
86.8535453,SB
88.23029378,SB
86.62847267,SB
87.71533713,SB
93.02334006,SB
93.65499634,SB
93.24235263,SB
93.3209305,SB
93.88838974,SB
97.45916518,SB
92.47442738,SB
93.40272272,SB
91.98203762,SB
89.09803974,SB
89.80539717,SB
90.30113492,SB
90.16622528,SB
88.53377114,SB
88.52683665,SB
89.93119665,SB
92.38715816,SB
93.08987818,SB
90.35601549,SB
91.70201271,SB
91.80343803,SB
90.65430479,SB
91.50174366,SB
93.22303986,SB
89.98632413,SB
90.31654743,SB
90.49809117,SB
90.787471,SB
89.82506242,SB
91.10884767,SB
90.50431965,SB
88.98120059,SB
87.87729407,SB
88.28327898,SB
93.3518492,SB
94.04317702,SB
95.91288063,SB
92.35655507,SB
92.57928332,SB
93.03234992,SB
91.46752757,SB
93.2914702,SB
91.66091311,SB
92.30337038,SB
94.2830148,SB
91.58852064,SB
89.99149763,SB
92.31871129,SB
91.23464139,SB
88.1993394,SB
91.91439973,SB
92.94485948,SB
91.33492043,SB
91.23749221,SB
90.51971648,SB
91.23334457,SB
91.05164176,SB
91.11365598,SB
92.63703589,SB
95.17909625,SB
94.1009741,SB
91.7274821,SB
93.09009257,SB
89.14380208,SB
89.01145794,SB
88.80950116,SB
85.88885175,SB
86.16366149,SB
90.53075925,SC
92.32068247,SC
87.85368391,SC
89.49541964,SC
86.87656151,SC
85.43654965,SC
85.44331337,SC
87.1917222,SC
86.31605745,SC
85.96953743,SC
86.68543499,SC
89.83984216,SC
88.59266044,SC
91.76283925,SC
94.43017844,SC
95.33767855,SC
97.5277771,SC
91.6575632,SC
89.28759146,SC
88.91130209,SC
90.42587335,SC
92.71313173,SC
91.15210463,SC
93.19002727,SC
94.65005577,SC
92.44191017,SC
93.76983975,SC
92.59980418,SC
91.81654896,SC
91.87831426,SC
92.70513169,SC
93.68975061,SC
91.61934895,SC
88.153025,SC
85.26232237,SC
87.17537352,SC
87.91688069,SC
89.84218224,SC
85.77714178,SC
89.03910421,SC
84.93936865,SC
85.68621763,SC
86.78306238,SC
89.27164062,SC
88.70198669,SC
87.92582155,SC
84.48384356,SC
84.0044419,SC
83.688604,SC
81.64495569,SC
84.03077822,SC
87.18025674,SC
88.23590724,SC
87.51377946,SC
88.50099163,SC
88.12030681,SC
87.26822387,SC
87.47453809,SC
87.97163029,SC
91.14337773,SC
87.63473287,SC
118.2517543,SC
117.5311363,SC
87.10954662,SC
88.2505261,SC
87.33662366,SC
85.61974522,SC
87.75824416,SC
84.16890492,SC
85.38987022,SC
84.90319617,SC
84.5016989,SC
84.26709527,SC
86.7509385,SC
85.30895429,SC
86.59180069,SC
87.77758532,SC
86.30780649,SC
90.00783752,SC
85.66402605,SC
86.83337806,SC
85.32698635,SC
89.30318198,SC
87.4876148,SC
87.13164831,SC
91.37133204,SC
90.10591111,SC
92.46612738,SC
91.20855472,SC
90.72533938,SC
92.78085744,SC
89.2641494,SC
89.61457138,SC
92.37444243,SC
86.78032032,SC
89.09485742,SC
85.67026295,SC
83.82144533,SC
84.31785399,SC
88.10482586,SC
82.28998105,SC
88.61191663,SC
88.81665976,SC
87.82459233,SC
86.04711875,SC
90.01709416,SC
87.23997948,SC
86.43530723,SC
86.33687242,SC
89.06381914,SC
86.93990863,SC
85.51584295,SC
87.18711244,SC
89.30804213,SC
86.30291734,SC
82.88891576,SC
88.90097413,SC
84.2949228,SC
84.27354426,SC
92.8507306,SC
89.18141909,SC
88.27060071,SC
90.9075867,SC
89.91351024,SC
91.09147211,SC
91.32002744,SC
90.18657921,SC
94.30540945,SC
92.18671183,SC
91.9711812,SC
87.40834362,SC
89.55849779,SC
92.42732211,SC
89.90878646,SC
87.68399634,SC
87.98420666,SC
88.08757895,SC
91.29460992,SC
89.9205821,SC
94.82770224,SC
90.94120239,SC
89.79106908,SC
90.91207757,SC
99.76089931,SC
95.08769167,SC
92.97432343,SC
91.7281017,SC
89.0655167,SC
84.32395792,SC
84.21001989,SC
83.53969379,SC
87.05844244,SC
87.45296319,SC
89.334183,MA
87.26785586,MA
89.2538548,MA
85.52818425,MA
86.67072249,MA
87.61624769,MA
94.85852311,MA
87.176795,MA
87.1009158,MA
88.84354083,MA
94.93674304,MA
96.94773035,MA
98.53558277,MA
109.1168284,MA
96.16718695,MA
95.9431109,MA
94.50233552,MA
91.53415161,MA
91.63705226,MA
91.70670266,MA
92.00574192,MA
92.48141915,MA
92.15880061,MA
94.855778,MA
92.07457202,MA
95.83552423,MA
100.8751158,MA
96.00168159,MA
95.62051529,MA
95.44510722,MA
99.20509493,MA
102.9621414,MA
114.3300689,MA
121.0618545,MA
88.0922753,MA
84.79505774,MA
84.33960723,MA
89.98473888,MA
106.9107595,MA
106.761987,MA
107.1232125,MA
95.0775213,MA
103.2088605,MA
97.63919622,MA
102.5957616,MA
98.97931984,MA
103.2325939,MA
105.239392,MA
88.81430725,MA
95.13860584,MA
79.03442469,MA
91.71064067,MA
103.7380478,MA
111.4399525,MA
114.2925875,MA
112.7772004,MA
105.9073112,MA
105.3603257,MA
106.5260952,MA
99.41560007,MA
102.236566,MA
97.3450293,MA
105.164801,MA
104.1425401,MA
95.4373487,MA
92.52599718,MA
92.65224286,MA
94.58826293,MA
118.9111722,MA
116.5780324,MA
115.8411318,MA
110.7105564,MA
108.4177459,MA
106.4051195,MA
108.343825,MA
106.3375448,MA
103.168578,MA
106.3958864,MA
115.88037,MA
100.5900103,MA
97.4713055,MA
99.86776633,MA
85.68211626,MA
85.4709018,MA
87.90171541,MA
101.2343776,MA
105.1017971,MA
101.5158211,MA
106.9181586,MA
106.1331266,MA
101.7838147,MA
93.16643726,MA
89.1341047,MA
90.85345962,MA
88.24938361,MA
85.93821405,MA
86.69531543,MA
88.81241607,MA
88.39356293,MA
84.93928889,MA
85.12577871,MA
83.9092438,MA
111.5115106,MA
108.0977911,MA
104.6302666,MA
96.38441296,MA
94.17361733,MA
92.17408681,MA
101.3624816,MA
80.11694601,MA
82.15123861,MA
83.80335271,MA
82.29933582,MA
87.60069124,MA
89.16753111,MA
89.41370337,MA
82.82529982,MA
84.54572576,MA
80.98280466,MA
116.1729504,MA
99.2858461,MA
92.47286096,MA
92.97053734,MA
92.44267515,MA
91.22070475,MA
88.9777832,MA
114.6675992,MA
90.94892037,MA
89.74867371,MA
90.79695465,MA
91.24813726,MA
93.10494196,MA
93.06020107,MA
91.07204278,MA
91.63586828,MA
91.3702495,MA
92.01340573,MA
89.87636067,MA
88.94623898,MA
87.47177886,MA
86.54733173,MA
81.71621132,MA
83.01551154,MA
82.17079271,MA
83.22951756,MA
87.34513915,MA
89.78201889,MA
93.90078653,MA
113.080096,MA
88.7314245,MA
86.95824071,MA
86.57994692,MA
85.41251001,MA
82.3731926,MA
83.99554861,MA
87.47417229,MA
85.83922394,MA
88.68406487,MA
84.80152098,MA
78.62940737,MA
76.58097564,MA
75.8615887,MA
76.53948314,MA
76.18566624,MA
76.92210899,MA
76.375141,MA
78.36757063,MA
75.63782968,MA
76.22958422,MA
85.21595509,MA
78.35027571,C8
82.55122378,C8
77.6161758,C8
82.64996656,C8
81.56883612,C8
78.3654307,C8
81.248196,C8
80.2108848,C8
86.22094108,C8
86.40797011,C8
84.51187967,C8
83.02225735,C8
85.75344196,C8
84.97416873,C8
85.34869833,C8
97.8602686,C8
85.35173446,C8
85.44011965,C8
83.90308303,C8
84.53660107,C8
80.49723529,C8
82.78063294,C8
82.94781683,C8
84.14295183,C8
84.51155804,C8
86.17216407,C8
89.62564217,C8
89.86509223,C8
86.0567362,C8
84.84986843,C8
85.70651946,C8
84.21487545,C8
88.50668799,C8
84.7977666,C8
87.10657504,C8
90.03221398,C8
93.56671183,C8
88.17367623,C8
86.56127387,C8
90.00310355,C8
89.72484638,C8
87.55586522,C8
94.06073782,C8
90.55097326,C8
90.9453043,C8
90.86727735,C8
85.66225354,C8
83.23638122,C8
83.37401629,C8
81.74796189,C8
78.79090981,C8
82.82097497,C8
85.74133428,C8
87.83768422,C8
96.94794588,C8
90.55084655,C8
91.65342218,C8
93.15657836,C8
93.17244839,C8
86.96920524,C8
87.3624388,C8
86.3536652,C8
79.77256716,C8
84.90257857,C8
82.00348237,C8
80.54529594,C8
76.94481551,C8
79.64348859,C8
86.23630377,C8
85.78458373,C8
89.47635338,C8
87.9588138,C8
91.58401613,C8
89.52127691,C8
89.43031682,C8
90.49715813,C8
85.07567536,C8
84.53285563,C8
109.0844914,C8
81.68402473,C8
82.10596681,C8
78.7807314,C8
80.74230102,C8
78.830611,C8
77.8679245,C8
81.78223776,C8
80.74565985,C8
79.77928974,C8
79.63596643,C8
80.69356935,C8
87.13195629,C8
85.34652563,C8
86.01554829,C8
84.89833735,C8
79.299459,C8
78.65247842,C8
78.07241807,C8
78.35695139,C8
78.67020112,C8
76.68471189,C8
79.24219047,C8
76.91909748,C8
81.29849452,C8
78.95379496,C8
78.29641544,C8
80.69508577,C8
80.03004214,C8
78.11524018,C8
81.05719101,C8
81.899155,C8
79.02699306,C8
77.82200075,C8
78.87528702,C8
77.80879583,C8
80.29866375,C8
80.92239998,C8
79.60243187,C8
76.59035458,C8
77.17122215,C8
79.56071242,C8
76.72319448,C8
77.99960962,C8
78.06246912,C8
85.1742392,C8
76.51578432,C8
85.20337036,C8
79.3495165,C8
77.67559812,C8
77.06301672,C8
78.70991094,C8
76.94705322,C8
77.49839831,C8
75.95292148,C8
77.05554013,C8
78.8147506,C8
77.30199459,C8
89.49554511,S6
89.6958738,S6
91.73490678,S6
90.03709615,S6
92.44044555,S6
92.85625595,S6
91.678503,S6
94.13911264,S6
93.05685174,S6
94.1091188,S6
93.4221192,S6
93.52547567,S6
93.7453772,S6
91.91358087,S6
92.4234708,S6
93.74887492,S6
92.97624206,S6
93.01208831,S6
94.74389915,S6
95.88312822,S6
97.07781153,S6
94.9678157,S6
97.0949696,S6
94.35609069,S6
94.70277686,S6
94.89177539,S6
95.02587916,S6
93.05779142,S6
96.35887664,S6
93.56611727,S6
94.25448419,S6
94.5591472,S6
95.76092572,S6
94.49042282,S6
96.69408235,S6
97.08355375,S6
95.89404304,S6
95.80342486,S6
96.3731835,S6
96.0241246,S6
94.83309136,S6
97.54715798,S6
96.02469553,S6
94.52525166,S6
96.03376559,S6
96.00561388,S6
97.15838922,S6
93.375789,S6
94.13429488,S6
94.85697365,S6
95.34076103,S6
94.27342494,S6
95.14857855,S6
93.97031036,S6
93.98478284,S6
93.81781278,S6
92.90057696,S6
93.32902936,S6
95.10970357,S6
94.55710305,S6
95.18263448,S6
95.30338298,S6
93.72196928,S6
93.86072993,S6
94.0900807,S6
94.91791748,S6
92.00279757,S6
94.79131996,S6
100.918231,S6
96.442041,S6
94.90415752,S6
95.03068519,S6
93.39215574,S6
95.04816093,S6
94.24901245,S6
95.42108335,S6
95.05480542,S6
94.21510046,S6
95.57694918,S6
93.87782768,S6
95.45782743,S6
93.77785492,S6
96.81986939,S6
93.59186938,S6
93.03574309,S6
92.17190808,S6
93.47298616,S6
94.97944392,S6
94.06038115,S6
94.63208999,S6
94.42068718,S6
94.16223392,S6
93.48738982,S6
96.2277178,S6
94.88938233,S6
96.27546313,S6
96.19837753,S6
94.48631181,S6
93.89446379,S6
92.88953264,S6
92.02265172,S6
92.5100184,S6
92.2472812,S6
93.36792801,S6
94.33544142,S6
95.25133135,S6
95.89270332,S6
93.78016623,S6
96.75876888,S6
101.4448813,S6
97.75118035,S6
93.01861325,S6
94.75819111,S6
96.38759321,S6
94.6942608,S6
94.90048887,S6
97.19359581,S6
94.91223484,S6
91.96239657,S6
89.21463538,S6
90.48341005,S6
90.61342308,S6
104.4773285,S6
93.95489825,S6
93.59253556,S6
93.52128226,S6
92.34778472,S6
93.19262588,S6
91.28621794,S6
93.65350876,S6
93.865536,S6
92.14258359,S6
93.07515614,S6
91.53867186,S6
91.26214094,S6
92.22892976,S6
90.80905966,S9
91.25785082,S9
91.37259611,S9
91.22236932,S9
92.12134957,S9
92.23176798,S9
92.60108322,S9
92.58086318,S9
94.29333616,S9
91.36020678,S9
92.17421996,S9
92.73644573,S9
91.43284519,S9
92.86909353,S9
90.95274931,S9
91.70575781,S9
91.75116402,S9
92.02877724,S9
93.44130981,S9
94.24335375,S9
93.21235731,S9
93.01189303,S9
94.45279586,S9
94.7118582,S9
94.7933788,S9
94.62115056,S9
96.41582004,S9
93.46536031,S9
93.14978512,S9
93.44684829,S9
94.33230749,S9
92.90634309,S9
93.57309546,S9
92.71200918,S9
95.2002632,S9
96.91796353,S9
97.75604083,S9
95.37279562,S9
96.16830314,S9
96.1519518,S9
96.36801648,S9
95.1703369,S9
97.82464815,S9
96.1321356,S9
96.3772952,S9
95.40856362,S9
95.7047401,S9
94.71271992,S9
94.05316377,S9
94.18028697,S9
93.15232846,S9
92.59774575,S9
92.7714226,S9
